Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,BRK-A,XLF,^GSPC,BRK-A,XLF,^GSPC,BRK-A,XLF,^GSPC,BRK-A,XLF,^GSPC,BRK-A,XLF,^GSPC
Datetime,,,,,,,,,,,,,,,
2024-12-04 14:30:00+00:00,704395.0,50.369998931884766,6068.8701171875,707280.0,50.439998626708984,6070.35009765625,703250.0,50.31999969482422,6066.77978515625,706754.3125,50.400001525878906,6069.39013671875,9.0,1181151.0,12932947.0
2024-12-04 14:32:00+00:00,704145.5,50.349998474121094,6071.5,705780.0,50.439998626708984,6072.080078125,703437.0,50.340599060058594,6068.52001953125,704666.5,50.375,6068.52001953125,20.0,741646.0,23154474.0
2024-12-04 14:34:00+00:00,704100.0,50.3650016784668,6069.89990234375,704541.75,50.415000915527344,6071.89990234375,704100.0,50.334999084472656,6068.33984375,704144.75,50.349998474121094,6071.5,8.0,234711.0,20038167.0
2024-12-04 14:36:00+00:00,705245.0,50.32500076293945,6066.43994140625,705245.0,50.369998931884766,6070.259765625,704085.0,50.29999923706055,6066.43994140625,704085.0,50.3650016784668,6069.7001953125,14.0,382220.0,17880765.0
2024-12-04 14:38:00+00:00,704622.25,50.339900970458984,6066.1201171875,704933.25,50.34000015258789,6067.85986328125,704593.875,50.290000915527344,6065.8798828125,704933.25,50.31999969482422,6066.72998046875,15.0,161795.0,15720730.0
2024-12-04 14:40:00+00:00,703690.125,50.314998626708984,6066.56982421875,704669.0,50.36000061035156,6067.83984375,703625.0,50.30339813232422,6066.330078125,704669.0,50.34000015258789,6066.35009765625,15.0,238326.0,15246944.0
2024-12-04 14:42:00+00:00,704105.0,50.310298919677734,6067.18994140625,704261.75,50.34000015258789,6068.14013671875,703602.5,50.29999923706055,6066.4501953125,703667.625,50.314998626708984,6066.4501953125,14.0,137347.0,14175501.0
2024-12-04 14:44:00+00:00,703734.9375,50.28499984741211,6065.60986328125,704311.5625,50.314998626708984,6068.16015625,703088.0,50.26499938964844,6065.509765625,704090.0,50.310001373291016,6067.14013671875,15.0,162880.0,15569846.0
2024-12-04 14:46:00+00:00,703237.1875,50.321800231933594,6069.25,703709.625,50.34000015258789,6069.3798828125,703000.0,50.28499984741211,6065.77001953125,703577.5,50.29499816894531,6066.47021484375,17.0,151550.0,13190861.0
2024-12-04 14:48:00+00:00,703187.875,50.29499816894531,6068.18017578125,703472.5,50.34000015258789,6069.56005859375,703000.0,50.290000915527344,6067.919921875,703387.5,50.32210159301758,6069.330078125,16.0,116324.0,14704425.0
2024-12-04 14:50:00+00:00,703936.75,50.310001373291016,6069.509765625,703936.75,50.31999969482422,6070.2998046875,702862.9375,50.28499984741211,6067.58984375,703158.75,50.290000915527344,6068.16015625,12.0,141046.0,14550182.0
2024-12-04 14:52:00+00:00,704612.6875,50.364200592041016,6069.75,704874.9375,50.369998931884766,6070.10009765625,703843.0,50.30500030517578,6068.83984375,704150.1875,50.314998626708984,6069.64013671875,14.0,130602.0,12810001.0
2024-12-04 14:54:00+00:00,704590.875,50.345001220703125,6071.5400390625,704650.0,50.369998931884766,6072.06982421875,704249.0,50.33000183105469,6069.8798828125,704620.25,50.3650016784668,6069.8798828125,10.0,224316.0,11996870.0
2024-12-04 14:56:00+00:00,704604.75,50.3650016784668,6070.08984375,704614.625,50.3849983215332,6072.240234375,704561.25,50.345001220703125,6069.7001953125,704590.8125,50.345001220703125,6071.7001953125,13.0,107609.0,15212224.0
2024-12-04 14:58:00+00:00,705518.375,50.40999984741211,6068.8798828125,705840.25,50.40999984741211,6070.33984375,704767.5,50.3650016784668,6067.66015625,704767.5,50.3650016784668,6070.18994140625,9.0,128769.0,13380183.0
2024-12-04 15:00:00+00:00,704594.0,50.3849983215332,6066.330078125,705082.5,50.404998779296875,6069.4599609375,704452.0,50.36000061035156,6064.6298828125,705068.0,50.404998779296875,6069.4599609375,10.0,263482.0,18129172.0
2024-12-04 15:02:00+00:00,703850.0,50.32500076293945,6067.14990234375,704594.0,50.39500045776367,6068.27978515625,703235.75,50.310001373291016,6065.7099609375,704594.0,50.3849983215332,6066.27978515625,12.0,206077.0,16245308.0
2024-12-04 15:04:00+00:00,702608.25,50.29499816894531,6067.81005859375,703328.625,50.334999084472656,6068.10986328125,702369.0,50.2942008972168,6066.5,703328.625,50.32500076293945,6067.16015625,14.0,292025.0,14165766.0
2024-12-04 15:06:00+00:00,702280.5,50.255001068115234,6067.1298828125,702506.75,50.29999923706055,6068.14013671875,702034.0,50.255001068115234,6066.5,702506.75,50.29499816894531,6067.83984375,16.0,116364.0,13728250.0
2024-12-04 15:08:00+00:00,702158.5,50.255001068115234,6067.85009765625,702476.25,50.279998779296875,6068.47021484375,702000.0,50.250099182128906,6067.18017578125,702227.5,50.250099182128906,6067.33984375,18.0,109563.0,15750709.0
2024-12-04 15:10:00+00:00,701303.5,50.224998474121094,6069.259765625,702200.0,50.2599983215332,6071.22998046875,701187.5,50.20500183105469,6067.7900390625,702200.0,50.2599983215332,6067.97998046875,12.0,107096.0,13008533.0
2024-12-04 15:12:00+00:00,700000.0,50.16999816894531,6066.43017578125,701318.0,50.224998474121094,6069.8701171875,700000.0,50.165000915527344,6066.240234375,701318.0,50.224998474121094,6069.47998046875,22.0,516993.0,13143391.0
2024-12-04 15:14:00+00:00,699937.9375,50.14500045776367,6061.669921875,700390.25,50.18000030517578,6066.89990234375,699835.875,50.14149856567383,6061.669921875,700390.25,50.16999816894531,6066.41015625,20.0,224403.0,13201096.0
2024-12-04 15:16:00+00:00,700335.75,50.154998779296875,6062.60986328125,700335.75,50.18000030517578,6062.83984375,699959.125,50.14500045776367,6061.06005859375,699959.125,50.14500045776367,6061.75,16.0,227713.0,11182148.0
2024-12-04 15:18:00+00:00,700188.75,50.154998779296875,6066.08984375,700311.25,50.154998779296875,6066.08984375,700188.75,50.119998931884766,6062.509765625,700278.75,50.1349983215332,6062.66015625,10.0,112438.0,12707101.0
2024-12-04 15:20:00+00:00,700922.5,50.154998779296875,6066.72021484375,700922.5,50.16999816894531,6067.64013671875,700296.0,50.14500045776367,6065.31005859375,700296.0,50.154998779296875,6066.14990234375,21.0,164537.0,12058724.0
2024-12-04 15:22:00+00:00,701008.75,50.165000915527344,6065.919921875,701129.5,50.18000030517578,6067.58984375,700922.5,50.150001525878906,6065.35009765625,700922.5,50.154998779296875,6066.83984375,16.0,262052.0,11175520.0
2024-12-04 15:24:00+00:00,701602.0,50.20500183105469,6067.97998046875,701602.0,50.220001220703125,6068.4599609375,700849.5,50.16210174560547,6065.64013671875,700849.5,50.165000915527344,6065.8701171875,6.0,651412.0,11067113.0
2024-12-04 15:26:00+00:00,700895.0,50.17499923706055,6067.9501953125,701299.0,50.209999084472656,6068.39990234375,700895.0,50.17499923706055,6066.8798828125,701291.5,50.20500183105469,6067.97998046875,9.0,174623.0,11140062.0
2024-12-04 15:28:00+00:00,700878.75,50.165000915527344,6067.39013671875,700878.75,50.17499923706055,6068.419921875,700290.0,50.150001525878906,6067.169921875,700290.0,50.17499923706055,6067.759765625,11.0,254932.0,10560145.0
2024-12-04 15:30:00+00:00,701187.0,50.16189956665039,6067.6201171875,701344.5,50.18000030517578,6068.009765625,700499.8125,50.150001525878906,6066.490234375,700878.75,50.15999984741211,6067.259765625,17.0,91822.0,10465325.0
2024-12-04 15:32:00+00:00,701250.0,50.15140151977539,6069.47021484375,701250.0,50.17499923706055,6070.240234375,700999.5,50.13999938964844,6067.43994140625,701082.0,50.165000915527344,6067.7099609375,7.0,108021.0,11870911.0
2024-12-04 15:34:00+00:00,701332.5,50.17499923706055,6072.72021484375,701500.0,50.1781005859375,6073.0400390625,701250.0,50.150001525878906,6069.18017578125,701250.0,50.15010070800781,6069.4501953125,19.0,97500.0,11662181.0
2024-12-04 15:36:00+00:00,701296.25,50.17499923706055,6073.68994140625,701650.5,50.189998626708984,6073.83984375,701296.25,50.150001525878906,6072.259765625,701325.25,50.17499923706055,6072.68017578125,13.0,110223.0,9004833.0
2024-12-04 15:38:00+00:00,701223.75,50.18000030517578,6071.580078125,701447.5,50.20000076293945,6074.080078125,701187.5,50.16999816894531,6070.66015625,701296.25,50.16999816894531,6073.72021484375,12.0,281677.0,9881296.0
2024-12-04 15:40:00+00:00,701339.75,50.185001373291016,6072.75,701339.75,50.19499969482422,6072.89990234375,701000.0,50.16999816894531,6071.27001953125,701223.75,50.17499923706055,6071.5498046875,16.0,81646.0,9197531.0
2024-12-04 15:42:00+00:00,701197.5,50.20479965209961,6072.6201171875,701418.5,50.20500183105469,6073.2998046875,701000.0,50.16999816894531,6071.68994140625,701339.75,50.185001373291016,6072.72021484375,14.0,93601.0,9345817.0
2024-12-04 15:44:00+00:00,701147.375,50.15999984741211,6072.64013671875,701500.0,50.20800018310547,6072.9599609375,701147.375,50.15999984741211,6072.22021484375,701500.0,50.20000076293945,6072.47998046875,3.0,66666.0,10026065.0
2024-12-04 15:46:00+00:00,701051.375,50.1349983215332,6070.25,701549.0,50.189998626708984,6072.77978515625,701051.375,50.1349983215332,6069.56005859375,701124.875,50.15999984741211,6072.7001953125,13.0,78648.0,10168577.0
2024-12-04 15:48:00+00:00,701040.0625,50.14500045776367,6070.3701171875,701044.125,50.15999984741211,6071.43994140625,701040.0625,50.130001068115234,6068.68994140625,701044.125,50.1349983215332,6070.35986328125,2.0,195381.0,9230439.0
2024-12-04 15:50:00+00:00,701098.25,50.14500045776367,6068.18017578125,701133.125,50.15620040893555,6070.66015625,700981.25,50.13999938964844,6068.10009765625,700981.25,50.14500045776367,6070.4599609375,9.0,104112.0,9969470.0
2024-12-04 15:52:00+00:00,701000.0,50.165000915527344,6068.6298828125,701462.0,50.165000915527344,6069.5400390625,700824.125,50.13999938964844,6067.85009765625,701108.25,50.14500045776367,6068.16015625,14.0,83844.0,8206936.0
2024-12-04 15:54:00+00:00,701110.25,50.17499923706055,6069.02001953125,701273.5,50.18000030517578,6069.08984375,700600.0,50.150001525878906,6068.06005859375,701007.5,50.15999984741211,6068.68994140625,14.0,62813.0,8329975.0
2024-12-04 15:56:00+00:00,701132.0,50.17499923706055,6071.7900390625,701190.0,50.185001373291016,6071.7900390625,701110.25,50.165000915527344,6068.47021484375,701110.25,50.17499923706055,6069.0498046875,6.0,191837.0,8672152.0
2024-12-04 15:58:00+00:00,701349.5,50.20500183105469,6073.25,701349.5,50.209999084472656,6073.25,700764.0,50.17300033569336,6071.740234375,700764.0,50.17499923706055,6071.8701171875,5.0,61437.0,10824241.0
2024-12-04 16:00:00+00:00,701187.5,50.19499969482422,6074.2001953125,701349.5,50.209999084472656,6075.31982421875,701054.0,50.180999755859375,6072.9599609375,701349.5,50.20500183105469,6073.06005859375,6.0,66948.0,9169961.0
2024-12-04 16:02:00+00:00,701180.0,50.189998626708984,6073.81982421875,701187.5,50.20000076293945,6074.91015625,701177.5,50.185001373291016,6072.93017578125,701187.5,50.197601318359375,6074.31005859375,5.0,53926.0,8900087.0
2024-12-04 16:04:00+00:00,701264.6875,50.19499969482422,6074.419921875,701271.75,50.209999084472656,6074.8701171875,701200.0,50.189998626708984,6073.6298828125,701210.0,50.189998626708984,6073.8798828125,10.0,100395.0,9493059.0
2024-12-04 16:06:00+00:00,701020.0,50.165000915527344,6074.31982421875,701257.25,50.20000076293945,6074.85986328125,701020.0,50.15999984741211,6073.83984375,701257.25,50.19499969482422,6074.35009765625,8.0,79664.0,9623898.0
2024-12-04 16:08:00+00:00,700922.5,50.150001525878906,6074.009765625,701067.5,50.165000915527344,6074.64013671875,700739.0,50.150001525878906,6073.2900390625,700739.0,50.15999984741211,6074.31005859375,5.0,26382.0,8145531.0
2024-12-04 16:10:00+00:00,701038.5,50.165000915527344,6074.7998046875,701060.25,50.16999816894531,6074.7998046875,700724.5,50.150001525878906,6073.64013671875,700724.5,50.154998779296875,6073.93994140625,10.0,106118.0,9243413.0
2024-12-04 16:12:00+00:00,701015.0,50.14500045776367,6074.41015625,701119.5,50.16999816894531,6075.4599609375,700937.0,50.13999938964844,6074.22998046875,701119.5,50.16999816894531,6074.77001953125,6.0,56463.0,8645530.0
2024-12-04 16:14:00+00:00,701250.0,50.165000915527344,6073.77001953125,701250.0,50.16510009765625,6074.759765625,700623.0,50.13999938964844,6073.68017578125,700937.0,50.13999938964844,6074.35009765625,11.0,71806.0,7343201.0
2024-12-04 16:16:00+00:00,701260.0,50.15999984741211,6074.66015625,701267.5,50.17499923706055,6074.66015625,701257.25,50.15999984741211,6073.56982421875,701267.5,50.165000915527344,6073.64013671875,10.0,87466.0,8589714.0
2024-12-04 16:18:00+00:00,701811.75,50.185001373291016,6074.93994140625,701811.75,50.20000076293945,6075.330078125,701350.0,50.15999984741211,6074.25,701350.0,50.165000915527344,6074.7998046875,13.0,119826.0,8738559.0
2024-12-04 16:20:00+00:00,702173.5,50.19499969482422,6075.47998046875,702173.5,50.209999084472656,6075.60986328125,701815.0,50.189998626708984,6074.64013671875,701815.0,50.20000076293945,6074.8798828125,15.0,88644.0,8791219.0
2024-12-04 16:22:00+00:00,702145.75,50.185001373291016,6074.56982421875,702145.75,50.19499969482422,6075.72998046875,701797.75,50.16999816894531,6074.5400390625,701855.75,50.189998626708984,6075.580078125,4.0,125614.0,9357182.0
2024-12-04 16:24:00+00:00,702363.25,50.18600082397461,6074.58984375,702363.25,50.189998626708984,6075.43017578125,702174.75,50.16999816894531,6073.8701171875,702174.75,50.185001373291016,6074.509765625,6.0,45108.0,8484427.0
2024-12-04 16:26:00+00:00,702359.5,50.17499923706055,6074.33984375,702362.375,50.20000076293945,6075.2001953125,702054.5,50.17499923706055,6074.10986328125,702362.375,50.18000030517578,6074.6201171875,8.0,82003.0,8361947.0
2024-12-04 16:28:00+00:00,702254.0,50.17499923706055,6074.31005859375,702359.5,50.185001373291016,6074.9599609375,702217.0,50.16999816894531,6074.14990234375,702359.5,50.17499923706055,6074.3798828125,7.0,140485.0,8562300.0
2024-12-04 16:30:00+00:00,702232.0,50.165000915527344,6073.14013671875,702262.0,50.18000030517578,6074.4501953125,702232.0,50.154998779296875,6072.31005859375,702247.0,50.17499923706055,6074.4501953125,8.0,79677.0,9983492.0
2024-12-04 16:32:00+00:00,702322.0,50.17499923706055,6072.1298828125,702322.0,50.185001373291016,6073.2998046875,702232.0,50.161399841308594,6072.1298828125,702232.0,50.165000915527344,6073.169921875,6.0,66009.0,8734447.0
2024-12-04 16:34:00+00:00,702571.5,50.20500183105469,6074.64013671875,702762.0,50.209999084472656,6075.6298828125,702419.5,50.17499923706055,6072.10009765625,702419.5,50.17499923706055,6072.18017578125,6.0,77106.0,10642673.0
2024-12-04 16:36:00+00:00,702357.75,50.20500183105469,6073.35986328125,702649.5,50.209999084472656,6074.89990234375,702299.0,50.20000076293945,6073.25,702579.0,50.20500183105469,6074.56982421875,11.0,29199.0,7451479.0
2024-12-04 16:38:00+00:00,702578.0,50.20000076293945,6073.27001953125,702679.875,50.22999954223633,6073.5400390625,702578.0,50.20000076293945,6072.5400390625,702679.875,50.20500183105469,6073.33984375,2.0,85729.0,8611483.0
2024-12-04 16:40:00+00:00,702530.25,50.20500183105469,6072.2099609375,702530.25,50.209999084472656,6073.41015625,702486.5,50.20000076293945,6071.490234375,702486.5,50.20000076293945,6073.41015625,7.0,105059.0,8519752.0
2024-12-04 16:42:00+00:00,702392.25,50.18989944458008,6070.75,702530.25,50.209999084472656,6072.6201171875,702377.75,50.18000030517578,6070.75,702530.25,50.20009994506836,6072.2001953125,6.0,50035.0,7733497.0
2024-12-04 16:44:00+00:00,702448.25,50.20000076293945,6072.18994140625,702448.25,50.20000076293945,6072.330078125,702358.5,50.18000030517578,6070.7900390625,702385.0,50.185001373291016,6070.7900390625,7.0,85079.0,7107980.0
